region	sector	indout
EE	Re-processing of secondary construction material into aggregates	0
EE	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	1124.75237905
EE	Retail sale of automotive fuel	105.405886158
EE	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	3633.30368911
EE	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	588.692256684
EE	Hotels and restaurants (55)	1526.79852744
EE	Transport via railways	668.026368125
EE	Other land transport	2701.46197996
EE	Transport via pipelines	39.060050476
EE	Sea and coastal water transport	845.062160845
EE	Inland water transport	50.4111950474
EE	Air transport (62)	262.857887856
EE	Supporting and auxiliary transport activities; activities of travel agencies (63)	3642.57601862
EE	Post and telecommunications (64)	1811.22811812
EE	Financial intermediation, except insurance and pension funding (65)	1312.89347011
EE	Insurance and pension funding, except compulsory social security (66)	295.991621094
EE	Activities auxiliary to financial intermediation (67)	320.307917587
EE	Real estate activities (70)	3738.15108885
EE	Renting of machinery and equipment without operator and of personal and household goods (71)	585.500828642
EE	Computer and related activities (72)	825.895926092
EE	Research and development (73)	231.48663947
EE	Other business activities (74)	2952.91912227
EE	Public administration and defence; compulsory social security (75)	2449.48440856
EE	Education (80)	1656.92850424
EE	Health and social work (85)	1313.17145428
EE	Incineration of waste: Food	0
EE	Incineration of waste: Paper	0.00673665934513
EE	Incineration of waste: Plastic	0.311783458866
EE	Incineration of waste: Metals and Inert materials	0
EE	Incineration of waste: Textiles	0
EE	Incineration of waste: Wood	1.96516775527
EE	Incineration of waste: Oil/Hazardous waste	17.3034013283
EE	Biogasification of food waste, incl. land application	0
EE	Biogasification of paper, incl. land application	0
EE	Biogasification of sewage slugde, incl. land application	12.6833906555
EE	Composting of food waste, incl. land application	22.5265014493
EE	Composting of paper and wood, incl. land application	0.626205708909
EE	Waste water treatment, food	6.59774106028
EE	Waste water treatment, other	10.1125358075
EE	Landfill of waste: Food	24.3053308222
EE	Landfill of waste: Paper	17.6360500126
EE	Landfill of waste: Plastic	1.46950638497
EE	Landfill of waste: Inert/metal/hazardous	117.556770704
EE	Landfill of waste: Textiles	2.57153740846
EE	Landfill of waste: Wood	5.22526382321
EE	Activities of membership organisation n.e.c. (91)	342.017504373
EE	Recreational, cultural and sporting activities (92)	992.567823965
EE	Other service activities (93)	197.943781767
EE	Private households with employed persons (95)	6.51517404053
EE	Extra-territorial organizations and bodies	0
ES	Cultivation of paddy rice	518.534381058
ES	Cultivation of wheat	1921.24821491
ES	Cultivation of cereal grains nec	4074.05346056
ES	Cultivation of vegetables, fruit, nuts	24549.2814682
ES	Cultivation of oil seeds	5578.51711924
ES	Cultivation of sugar cane, sugar beet	225.833105264
ES	Cultivation of plant-based fibers	122.442418322
ES	Cultivation of crops nec	1956.80529492
ES	Cattle farming	1999.64611823
ES	Pigs farming	6196.33640067
ES	Poultry farming	5284.25953737
ES	Meat animals nec	466.469002221
ES	Animal products nec	133.322017918
ES	Raw milk	3718.96922836
ES	Wool, silk-worm cocoons	27.0253702318
ES	Manure treatment (conventional), storage and land application	0
ES	Manure treatment (biogas), storage and land application	0
ES	Forestry, logging and related service activities (02)	2523.61721343
ES	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	3890.67173462
ES	Mining of coal and lignite; extraction of peat (10)	2028.71473922
ES	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	106.75117498
ES	Extraction of natural gas and services related to natural gas extraction, excluding surveying	15.2446871718
ES	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	0
ES	Mining of uranium and thorium ores (12)	350.700087457
ES	Mining of iron ores	0
ES	Mining of copper ores and concentrates	511.015751698
ES	Mining of nickel ores and concentrates	47.9577596016
ES	Mining of aluminium ores and concentrates	0
ES	Mining of precious metal ores and concentrates	0
ES	Mining of lead, zinc and tin ores and concentrates	0
ES	Mining of other non-ferrous metal ores and concentrates	70.4668247441
ES	Quarrying of stone	2536.89031757
ES	Quarrying of sand and clay	3440.45333152
ES	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	1312.62147206
ES	Processing of meat cattle	3092.09097134
ES	Processing of meat pigs	7114.53061684
ES	Processing of meat poultry	4947.57187183
ES	Production of meat products nec	12146.1052337
ES	Processing vegetable oils and fats	10946.7315253
ES	Processing of dairy products	1497.11064027
ES	Processed rice	773.327862662
ES	Sugar refining	810.281698536
ES	Processing of Food products nec	49157.7917979
ES	Manufacture of beverages	26562.5541031
ES	Manufacture of fish products	6671.66790301
ES	Manufacture of tobacco products (16)	1391.4724137
ES	Manufacture of textiles (17)	11111.7850936
ES	Manufacture of wearing apparel; dressing and dyeing of fur (18)	11305.4014486
ES	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	8510.3032914
ES	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	9099.99466878
ES	Re-processing of secondary wood material into new wood material	3143.58292498
ES	Pulp	216.291928246
ES	Re-processing of secondary paper into new pulp	706.659000614
ES	Paper	14386.916764
ES	Publishing, printing and reproduction of recorded media (22)	23811.7240826
ES	Manufacture of coke oven products	163.386243992
ES	Petroleum Refinery	33968.8173492
ES	Processing of nuclear fuel	304.310429012
ES	Plastics, basic	29026.6364696
ES	Re-processing of secondary plastic into new plastic	7042.1538113
ES	N-fertiliser	27.2809746954
ES	P- and other fertiliser	281.081139924
ES	Chemicals nec	7562.02940095
ES	Manufacture of rubber and plastic products (25)	24388.9200906
ES	Manufacture of glass and glass products	2768.20973932
ES	Re-processing of secondary glass into new glass	1333.63856528
ES	Manufacture of ceramic goods	5754.35872567
ES	Manufacture of bricks, tiles and construction products, in baked clay	1193.02005545
ES	Manufacture of cement, lime and plaster	11313.0600845
ES	Re-processing of ash into clinker	6661.08982622
ES	Manufacture of other non-metallic mineral products n.e.c.	5500.75718446
ES	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	8048.92453396
ES	Re-processing of secondary steel into new steel	20286.1558192
ES	Precious metals production	592.037025252
ES	Re-processing of secondary preciuos metals into new preciuos metals	0
ES	Aluminium production	4594.75068838
ES	Re-processing of secondary aluminium into new aluminium	2870.09806084
ES	Lead, zinc and tin production	559.421481238
ES	Re-processing of secondary lead into new lead, zinc and tin	247.524550672
ES	Copper production	4247.0694811
ES	Re-processing of secondary copper into new copper	0.119836561839
ES	Other non-ferrous metal production	293.130082911
ES	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
ES	Casting of metals	4585.29011116
ES	Manufacture of fabricated metal products, except machinery and equipment (28)	57178.361478
ES	Manufacture of machinery and equipment n.e.c. (29)	42720.088671
ES	Manufacture of office machinery and computers (30)	1757.13397753
ES	Manufacture of electrical machinery and apparatus n.e.c. (31)	27754.9903264
ES	Manufacture of radio, television and communication equipment and apparatus (32)	7001.07562318
ES	Manufacture of medical, precision and optical instruments, watches and clocks (33)	5629.23611394
ES	Manufacture of motor vehicles, trailers and semi-trailers (34)	79284.5684464
ES	Manufacture of other transport equipment (35)	19993.937026
ES	Manufacture of furniture; manufacturing n.e.c. (36)	20617.2316642
ES	Recycling of waste and scrap	8305.14058272
ES	Recycling of bottles by direct reuse	390.891891513
ES	Production of electricity by coal	9876.61548373
ES	Production of electricity by gas	16224.0169832
ES	Production of electricity by nuclear	8623.2994901
ES	Production of electricity by hydro	4244.90448627
ES	Production of electricity by wind	4570.3256949
ES	Production of electricity by petroleum and other oil derivatives	3071.95777905
ES	Production of electricity by biomass and waste	603.775478507
ES	Production of electricity by solar photovoltaic	129.921147174
ES	Production of electricity by solar thermal	2.49009638954
ES	Production of electricity by tide, wave, ocean	0
ES	Production of electricity by Geothermal	0
ES	Production of electricity nec	233.034889046
ES	Transmission of electricity	3477.41200835
ES	Distribution and trade of electricity	37833.6250223
ES	Manufacture of gas; distribution of gaseous fuels through mains	20494.8957684
ES	Steam and hot water supply	178.147041808
ES	Collection, purification and distribution of water (41)	14037.7358169
ES	Construction (45)	179428.638107
ES	Re-processing of secondary construction material into aggregates	334.139554899
ES	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	40399.6406805
ES	Retail sale of automotive fuel	3527.38836198
ES	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	61212.9778563
ES	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	32557.5614282
ES	Hotels and restaurants (55)	205408.751449
ES	Transport via railways	5302.28374523
ES	Other land transport	65277.6225049
ES	Transport via pipelines	1509.81241468
ES	Sea and coastal water transport	4220.89412474
ES	Inland water transport	79.627119128
ES	Air transport (62)	14877.2066967
ES	Supporting and auxiliary transport activities; activities of travel agencies (63)	77636.9825948
ES	Post and telecommunications (64)	72370.9084965
ES	Financial intermediation, except insurance and pension funding (65)	49331.1154631
ES	Insurance and pension funding, except compulsory social security (66)	29149.3632812
ES	Activities auxiliary to financial intermediation (67)	20566.194158
ES	Real estate activities (70)	62887.1630722
ES	Renting of machinery and equipment without operator and of personal and household goods (71)	18884.612622
ES	Computer and related activities (72)	38207.5252406
ES	Research and development (73)	10178.4877739
ES	Other business activities (74)	172707.911089
ES	Public administration and defence; compulsory social security (75)	105228.271115
ES	Education (80)	87501.7192531
ES	Health and social work (85)	127161.944287
ES	Incineration of waste: Food	527.489436384
ES	Incineration of waste: Paper	586.537193451
ES	Incineration of waste: Plastic	330.278036831
ES	Incineration of waste: Metals and Inert materials	392.046111203
ES	Incineration of waste: Textiles	114.35163023
ES	Incineration of waste: Wood	149.301806608
ES	Incineration of waste: Oil/Hazardous waste	1002.38068035
ES	Biogasification of food waste, incl. land application	1476.26203429
ES	Biogasification of paper, incl. land application	172.053796119
ES	Biogasification of sewage slugde, incl. land application	1003.71507484
ES	Composting of food waste, incl. land application	1551.08649467
ES	Composting of paper and wood, incl. land application	0
ES	Waste water treatment, food	643.298350199
ES	Waste water treatment, other	1286.59361904
ES	Landfill of waste: Food	2219.68383811
ES	Landfill of waste: Paper	1636.09732807
ES	Landfill of waste: Plastic	345.053754919
ES	Landfill of waste: Inert/metal/hazardous	2516.02022897
ES	Landfill of waste: Textiles	301.564268982
ES	Landfill of waste: Wood	432.641997665
ES	Activities of membership organisation n.e.c. (91)	17072.5846053
ES	Recreational, cultural and sporting activities (92)	68560.9874806
ES	Other service activities (93)	16426.9058252
ES	Private households with employed persons (95)	9539.01919853
ES	Extra-territorial organizations and bodies	0
FI	Cultivation of paddy rice	0
FI	Cultivation of wheat	235.744976116
FI	Cultivation of cereal grains nec	644.167847175
FI	Cultivation of vegetables, fruit, nuts	668.346418183
FI	Cultivation of oil seeds	79.906473863
FI	Cultivation of sugar cane, sugar beet	43.5398294909
FI	Cultivation of plant-based fibers	0
FI	Cultivation of crops nec	360.964854625
FI	Cattle farming	277.339510422
FI	Pigs farming	502.602946784
FI	Poultry farming	362.591203628
FI	Meat animals nec	277.906846005
FI	Animal products nec	24.4070794885
FI	Raw milk	1726.24571872
FI	Wool, silk-worm cocoons	0.183185284925
FI	Manure treatment (conventional), storage and land application	0
FI	Manure treatment (biogas), storage and land application	0
FI	Forestry, logging and related service activities (02)	5765.47208026
FI	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	260.571683269
FI	Mining of coal and lignite; extraction of peat (10)	698.366744529
FI	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	0
FI	Extraction of natural gas and services related to natural gas extraction, excluding surveying	0
FI	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	2.02966183578e-06
FI	Mining of uranium and thorium ores (12)	0
FI	Mining of iron ores	0
FI	Mining of copper ores and concentrates	597.679512426
FI	Mining of nickel ores and concentrates	17.8374695752
FI	Mining of aluminium ores and concentrates	0
FI	Mining of precious metal ores and concentrates	29.8057775334
FI	Mining of lead, zinc and tin ores and concentrates	18.9877643495
FI	Mining of other non-ferrous metal ores and concentrates	22.4836331186
FI	Quarrying of stone	1.70774216519
FI	Quarrying of sand and clay	1493.72087665
FI	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	593.820873979
FI	Processing of meat cattle	356.371980088
FI	Processing of meat pigs	511.49733168
FI	Processing of meat poultry	96.0643200994
FI	Production of meat products nec	1300.72020863
FI	Processing vegetable oils and fats	268.731840828
FI	Processing of dairy products	2930.65861365
FI	Processed rice	2.40020213387
FI	Sugar refining	295.388115305
FI	Processing of Food products nec	5127.93041566
FI	Manufacture of beverages	1559.23234296
FI	Manufacture of fish products	239.682682566
FI	Manufacture of tobacco products (16)	0
FI	Manufacture of textiles (17)	1014.13990117
FI	Manufacture of wearing apparel; dressing and dyeing of fur (18)	623.568499652
FI	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	282.587007502
FI	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	9988.6022162
FI	Re-processing of secondary wood material into new wood material	0
FI	Pulp	3605.90384736
FI	Re-processing of secondary paper into new pulp	0
FI	Paper	13251.9043398
FI	Publishing, printing and reproduction of recorded media (22)	4303.03983507
FI	Manufacture of coke oven products	76.8116501559
FI	Petroleum Refinery	7980.50376558
FI	Processing of nuclear fuel	6.89698592922
FI	Plastics, basic	5317.25451887
FI	Re-processing of secondary plastic into new plastic	2.01966889908e-06
FI	N-fertiliser	7.00168621897
FI	P- and other fertiliser	251.09516788
FI	Chemicals nec	1970.65246239
FI	Manufacture of rubber and plastic products (25)	3710.22927131
FI	Manufacture of glass and glass products	886.314995006
FI	Re-processing of secondary glass into new glass	0
FI	Manufacture of ceramic goods	164.996559184
FI	Manufacture of bricks, tiles and construction products, in baked clay	72.0712249101
FI	Manufacture of cement, lime and plaster	2198.99544919
FI	Re-processing of ash into clinker	0
FI	Manufacture of other non-metallic mineral products n.e.c.	783.742959152
FI	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	6574.97246677
FI	Re-processing of secondary steel into new steel	0
FI	Precious metals production	126.278757175
FI	Re-processing of secondary preciuos metals into new preciuos metals	0
FI	Aluminium production	372.085134108
FI	Re-processing of secondary aluminium into new aluminium	0
FI	Lead, zinc and tin production	758.7524
FI	Re-processing of secondary lead into new lead, zinc and tin	0
FI	Copper production	1859.77952927
FI	Re-processing of secondary copper into new copper	0
FI	Other non-ferrous metal production	1764.55178143
FI	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
FI	Casting of metals	451.658651869
FI	Manufacture of fabricated metal products, except machinery and equipment (28)	9678.76187318
FI	Manufacture of machinery and equipment n.e.c. (29)	19300.7194218
FI	Manufacture of office machinery and computers (30)	261.899021231
FI	Manufacture of electrical machinery and apparatus n.e.c. (31)	6266.46931243
FI	Manufacture of radio, television and communication equipment and apparatus (32)	12430.2629892
FI	Manufacture of medical, precision and optical instruments, watches and clocks (33)	3442.67946085
FI	Manufacture of motor vehicles, trailers and semi-trailers (34)	3475.52012073
FI	Manufacture of other transport equipment (35)	3264.2255835
FI	Manufacture of furniture; manufacturing n.e.c. (36)	2742.44335248
FI	Recycling of waste and scrap	624.768602504
FI	Recycling of bottles by direct reuse	0
FI	Production of electricity by coal	1514.41942524
FI	Production of electricity by gas	1145.97291677
FI	Production of electricity by nuclear	2425.79316058
FI	Production of electricity by hydro	1312.64819997
FI	Production of electricity by wind	30.5341339865
FI	Production of electricity by petroleum and other oil derivatives	50.4705690145
FI	Production of electricity by biomass and waste	1024.12708252
FI	Production of electricity by solar photovoltaic	1.04608084946
FI	Production of electricity by solar thermal	0
FI	Production of electricity by tide, wave, ocean	0
FI	Production of electricity by Geothermal	0
FI	Production of electricity nec	57.2509532759
FI	Transmission of electricity	773.372622831
FI	Distribution and trade of electricity	3175.06990301
FI	Manufacture of gas; distribution of gaseous fuels through mains	76.3170326596
FI	Steam and hot water supply	423.120598643
FI	Collection, purification and distribution of water (41)	956.733023844
FI	Construction (45)	45052.055666
FI	Re-processing of secondary construction material into aggregates	0
FI	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	5938.99501449
FI	Retail sale of automotive fuel	526.473464598
FI	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	15428.665496
FI	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	6923.4480915
FI	Hotels and restaurants (55)	10032.3402616
FI	Transport via railways	4488.6745782
FI	Other land transport	12439.0526114
FI	Transport via pipelines	229.052354859
FI	Sea and coastal water transport	3225.92498284
FI	Inland water transport	22.9913899189
FI	Air transport (62)	3936.66878651
FI	Supporting and auxiliary transport activities; activities of travel agencies (63)	18431.4527577
FI	Post and telecommunications (64)	11795.56294
FI	Financial intermediation, except insurance and pension funding (65)	6392.22296476
FI	Insurance and pension funding, except compulsory social security (66)	3081.82605222
FI	Activities auxiliary to financial intermediation (67)	1472.99499285
FI	Real estate activities (70)	32285.403087
FI	Renting of machinery and equipment without operator and of personal and household goods (71)	2660.71344774
FI	Computer and related activities (72)	10950.0452675
FI	Research and development (73)	6865.04935567
FI	Other business activities (74)	29957.3224316
FI	Public administration and defence; compulsory social security (75)	22371.5368141
FI	Education (80)	20173.0160658
FI	Health and social work (85)	31549.294762
FI	Incineration of waste: Food	40.5679214281
FI	Incineration of waste: Paper	44.3472269031
FI	Incineration of waste: Plastic	26.9289818686
FI	Incineration of waste: Metals and Inert materials	523.158961819
FI	Incineration of waste: Textiles	10.5665590828
FI	Incineration of waste: Wood	60.3313554601
FI	Incineration of waste: Oil/Hazardous waste	539.624358003
FI	Biogasification of food waste, incl. land application	0
FI	Biogasification of paper, incl. land application	0
FI	Biogasification of sewage slugde, incl. land application	226.664034562
FI	Composting of food waste, incl. land application	34.7655304952
FI	Composting of paper and wood, incl. land application	0
FI	Waste water treatment, food	58.8017221922
FI	Waste water treatment, other	112.595628658
FI	Landfill of waste: Food	263.209541908
FI	Landfill of waste: Paper	194.172966251
FI	Landfill of waste: Plastic	63.9769447176
FI	Landfill of waste: Inert/metal/hazardous	482.885763728
FI	Landfill of waste: Textiles	37.6204104305
FI	Landfill of waste: Wood	66.7568174302
FI	Activities of membership organisation n.e.c. (91)	6859.023623
FI	Recreational, cultural and sporting activities (92)	8007.64480927
FI	Other service activities (93)	1827.49026183
FI	Private households with employed persons (95)	174.429245071
FI	Extra-territorial organizations and bodies	0
FR	Cultivation of paddy rice	46.3534313388
FR	Cultivation of wheat	9903.07178806
FR	Cultivation of cereal grains nec	8337.41648873
FR	Cultivation of vegetables, fruit, nuts	30925.5428611
FR	Cultivation of oil seeds	4326.92222001
FR	Cultivation of sugar cane, sugar beet	1343.9182528
FR	Cultivation of plant-based fibers	336.041523057
FR	Cultivation of crops nec	6716.77852968
FR	Cattle farming	8074.43803716
FR	Pigs farming	3293.1563673
FR	Poultry farming	6715.19484407
FR	Meat animals nec	3281.56405903
FR	Animal products nec	222.947049295
FR	Raw milk	10709.4258541
FR	Wool, silk-worm cocoons	11.7522297734
FR	Manure treatment (conventional), storage and land application	0
FR	Manure treatment (biogas), storage and land application	0
FR	Forestry, logging and related service activities (02)	10398.7280643
FR	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	3664.06279619
FR	Mining of coal and lignite; extraction of peat (10)	398.233322422
FR	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	1669.04603639
FR	Extraction of natural gas and services related to natural gas extraction, excluding surveying	724.154041268
FR	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	0
FR	Mining of uranium and thorium ores (12)	0
FR	Mining of iron ores	0
FR	Mining of copper ores and concentrates	0
FR	Mining of nickel ores and concentrates	0
FR	Mining of aluminium ores and concentrates	34.5145041128
FR	Mining of precious metal ores and concentrates	0
FR	Mining of lead, zinc and tin ores and concentrates	0
FR	Mining of other non-ferrous metal ores and concentrates	3.56184444791
FR	Quarrying of stone	5534.11010089
FR	Quarrying of sand and clay	2853.42076739
FR	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	995.375423204
FR	Processing of meat cattle	9955.64757216
FR	Processing of meat pigs	5763.20768408
FR	Processing of meat poultry	9098.40490101
FR	Production of meat products nec	16721.2222986
FR	Processing vegetable oils and fats	1617.94518266
FR	Processing of dairy products	23028.8631907
FR	Processed rice	185.616524835
FR	Sugar refining	4411.61414525
FR	Processing of Food products nec	52508.5192644
FR	Manufacture of beverages	34463.3539068
FR	Manufacture of fish products	4922.2604814
FR	Manufacture of tobacco products (16)	1510.86857715
FR	Manufacture of textiles (17)	14441.6265793
FR	Manufacture of wearing apparel; dressing and dyeing of fur (18)	9121.34357053
FR	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	3388.36598991
FR	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	9819.82756969
FR	Re-processing of secondary wood material into new wood material	6123.84839443
FR	Pulp	2521.43880842
FR	Re-processing of secondary paper into new pulp	3733.55501889
FR	Paper	10630.7252307
FR	Publishing, printing and reproduction of recorded media (22)	32173.2687871
FR	Manufacture of coke oven products	90.3336811568
FR	Petroleum Refinery	28925.7692091
FR	Processing of nuclear fuel	1424.48738491
FR	Plastics, basic	57871.5968177
FR	Re-processing of secondary plastic into new plastic	3306.03565302
FR	N-fertiliser	45.3344491823
FR	P- and other fertiliser	318.325141951
FR	Chemicals nec	37085.4429242
FR	Manufacture of rubber and plastic products (25)	39708.8146772
FR	Manufacture of glass and glass products	2708.83774476
FR	Re-processing of secondary glass into new glass	1197.11587165
FR	Manufacture of ceramic goods	3075.06864795
FR	Manufacture of bricks, tiles and construction products, in baked clay	2426.6152716
FR	Manufacture of cement, lime and plaster	16881.5346238
FR	Re-processing of ash into clinker	3666.78411739
FR	Manufacture of other non-metallic mineral products n.e.c.	3502.06950006
FR	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	19349.8190132
FR	Re-processing of secondary steel into new steel	8665.43385791
FR	Precious metals production	344.466277423
FR	Re-processing of secondary preciuos metals into new preciuos metals	0
FR	Aluminium production	3410.73556591
FR	Re-processing of secondary aluminium into new aluminium	1964.28529289
FR	Lead, zinc and tin production	198.165037254
FR	Re-processing of secondary lead into new lead, zinc and tin	50.6246214511
FR	Copper production	6706.61285643
FR	Re-processing of secondary copper into new copper	0
FR	Other non-ferrous metal production	437.845415278
FR	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
FR	Casting of metals	9728.59247511
FR	Manufacture of fabricated metal products, except machinery and equipment (28)	70752.9397217
FR	Manufacture of machinery and equipment n.e.c. (29)	75828.2711491
FR	Manufacture of office machinery and computers (30)	2135.46921683
FR	Manufacture of electrical machinery and apparatus n.e.c. (31)	44065.4888229
FR	Manufacture of radio, television and communication equipment and apparatus (32)	26724.406839
FR	Manufacture of medical, precision and optical instruments, watches and clocks (33)	35273.9367035
FR	Manufacture of motor vehicles, trailers and semi-trailers (34)	117242.4868
FR	Manufacture of other transport equipment (35)	68969.7153643
FR	Manufacture of furniture; manufacturing n.e.c. (36)	25029.5915427
FR	Recycling of waste and scrap	0
FR	Recycling of bottles by direct reuse	40.2324615875
FR	Production of electricity by coal	2709.32820484
FR	Production of electricity by gas	6736.80985348
FR	Production of electricity by nuclear	36864.5481697
FR	Production of electricity by hydro	4316.48528404
FR	Production of electricity by wind	393.776998291
FR	Production of electricity by petroleum and other oil derivatives	1262.00431971
FR	Production of electricity by biomass and waste	1212.24800558
FR	Production of electricity by solar photovoltaic	34.8304054808
FR	Production of electricity by solar thermal	0
FR	Production of electricity by tide, wave, ocean	102.736272553
FR	Production of electricity by Geothermal	0
FR	Production of electricity nec	407.622366613
FR	Transmission of electricity	6909.45554291
FR	Distribution and trade of electricity	22725.597868
FR	Manufacture of gas; distribution of gaseous fuels through mains	40945.5841986
FR	Steam and hot water supply	7311.58937527
FR	Collection, purification and distribution of water (41)	17806.6723015
FR	Construction (45)	378996.593713
FR	Re-processing of secondary construction material into aggregates	269.495683109
FR	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	50813.9430749
FR	Retail sale of automotive fuel	3420.20725359
FR	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	149335.894352
FR	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	57853.9744634
FR	Hotels and restaurants (55)	161915.468956
FR	Transport via railways	47442.045548
FR	Other land transport	87110.8100684
FR	Transport via pipelines	3456.60618943
FR	Sea and coastal water transport	13540.6234355
FR	Inland water transport	1115.86223081
FR	Air transport (62)	35063.2831723
FR	Supporting and auxiliary transport activities; activities of travel agencies (63)	107917.844731
FR	Post and telecommunications (64)	139225.496579
FR	Financial intermediation, except insurance and pension funding (65)	130914.476656
FR	Insurance and pension funding, except compulsory social security (66)	60651.9867232
FR	Activities auxiliary to financial intermediation (67)	47490.6510708
FR	Real estate activities (70)	316524.817033
FR	Renting of machinery and equipment without operator and of personal and household goods (71)	47653.0953434
FR	Computer and related activities (72)	100278.745916
FR	Research and development (73)	50311.1367771
FR	Other business activities (74)	433451.146119
FR	Public administration and defence; compulsory social security (75)	235549.904785
FR	Education (80)	153964.124285
FR	Health and social work (85)	315905.968785
FR	Incineration of waste: Food	2929.97397401
FR	Incineration of waste: Paper	3056.89434232
FR	Incineration of waste: Plastic	1270.35156964
FR	Incineration of waste: Metals and Inert materials	3631.38906352
FR	Incineration of waste: Textiles	678.549003341
FR	Incineration of waste: Wood	908.793564906
FR	Incineration of waste: Oil/Hazardous waste	3479.83162724
FR	Biogasification of food waste, incl. land application	332.707541199
FR	Biogasification of paper, incl. land application	38.1495215285
FR	Biogasification of sewage slugde, incl. land application	2961.53503254
FR	Composting of food waste, incl. land application	1871.59008307
FR	Composting of paper and wood, incl. land application	17.1999536785
FR	Waste water treatment, food	1056.56739678
FR	Waste water treatment, other	1850.30463153
FR	Landfill of waste: Food	1809.74366849
FR	Landfill of waste: Paper	1267.73550672
FR	Landfill of waste: Plastic	387.279465099
FR	Landfill of waste: Inert/metal/hazardous	5043.17709249
FR	Landfill of waste: Textiles	256.098437062
FR	Landfill of waste: Wood	770.810858876
FR	Activities of membership organisation n.e.c. (91)	28745.0704586
FR	Recreational, cultural and sporting activities (92)	110594.56959
FR	Other service activities (93)	20932.3426542
FR	Private households with employed persons (95)	12258.6113266
FR	Extra-territorial organizations and bodies	0
GR	Cultivation of paddy rice	107.716286962
GR	Cultivation of wheat	444.047284987
GR	Cultivation of cereal grains nec	545.46937911
GR	Cultivation of vegetables, fruit, nuts	4610.36698555
GR	Cultivation of oil seeds	2792.72502036
GR	Cultivation of sugar cane, sugar beet	25.0295858714
GR	Cultivation of plant-based fibers	533.522327029
GR	Cultivation of crops nec	948.589797508
GR	Cattle farming	258.010880866
GR	Pigs farming	215.531439109
GR	Poultry farming	480.146063828
GR	Meat animals nec	576.190394259
GR	Animal products nec	92.4697897057
GR	Raw milk	1266.59465248
GR	Wool, silk-worm cocoons	4.02287805791
GR	Manure treatment (conventional), storage and land application	0
GR	Manure treatment (biogas), storage and land application	0
GR	Forestry, logging and related service activities (02)	123.201508242
GR	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	1418.30033983
GR	Mining of coal and lignite; extraction of peat (10)	999.694084674
GR	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	219.39564396
GR	Extraction of natural gas and services related to natural gas extraction, excluding surveying	33.9842853
GR	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	0
GR	Mining of uranium and thorium ores (12)	0
GR	Mining of iron ores	19.6220950073
GR	Mining of copper ores and concentrates	0
GR	Mining of nickel ores and concentrates	7.08155929435
GR	Mining of aluminium ores and concentrates	66.1213315957
GR	Mining of precious metal ores and concentrates	0.00970457132805
GR	Mining of lead, zinc and tin ores and concentrates	12.1538352271
GR	Mining of other non-ferrous metal ores and concentrates	0.00283675827244
