region	sector	indout
US	Processing of meat cattle	69213.1811574
US	Processing of meat pigs	54930.5399019
US	Processing of meat poultry	70033.5634666
US	Production of meat products nec	37369.8240272
US	Processing vegetable oils and fats	36922.2715062
US	Processing of dairy products	113468.183356
US	Processed rice	2069.03220241
US	Sugar refining	13026.7409495
US	Processing of Food products nec	442703.328723
US	Manufacture of beverages	133477.402679
US	Manufacture of fish products	16001.7522987
US	Manufacture of tobacco products (16)	77082.5554222
US	Manufacture of textiles (17)	135920.940581
US	Manufacture of wearing apparel; dressing and dyeing of fur (18)	57122.7141991
US	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	12744.827872
US	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	129180.333014
US	Re-processing of secondary wood material into new wood material	0
US	Pulp	10743.6686705
US	Re-processing of secondary paper into new pulp	0
US	Paper	244353.815525
US	Publishing, printing and reproduction of recorded media (22)	266594.566992
US	Manufacture of coke oven products	254.551684226
US	Petroleum Refinery	420437.04367
US	Processing of nuclear fuel	266.76829695
US	Plastics, basic	72805.1816882
US	Re-processing of secondary plastic into new plastic	0
US	N-fertiliser	327.16998899
US	P- and other fertiliser	18318.3064388
US	Chemicals nec	659118.945634
US	Manufacture of rubber and plastic products (25)	271671.977276
US	Manufacture of glass and glass products	40976.6443541
US	Re-processing of secondary glass into new glass	0
US	Manufacture of ceramic goods	5784.98443525
US	Manufacture of bricks, tiles and construction products, in baked clay	10134.1157822
US	Manufacture of cement, lime and plaster	76510.1514725
US	Re-processing of ash into clinker	0
US	Manufacture of other non-metallic mineral products n.e.c.	25584.7453
US	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	126459.648505
US	Re-processing of secondary steel into new steel	0
US	Precious metals production	13858.6350114
US	Re-processing of secondary preciuos metals into new preciuos metals	0
US	Aluminium production	49441.4740684
US	Re-processing of secondary aluminium into new aluminium	0
US	Lead, zinc and tin production	1264.50996282
US	Re-processing of secondary lead into new lead, zinc and tin	0
US	Copper production	24221.5452379
US	Re-processing of secondary copper into new copper	0
US	Other non-ferrous metal production	5582.27806149
US	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
US	Casting of metals	49238.2081246
US	Manufacture of fabricated metal products, except machinery and equipment (28)	400644.06018
US	Manufacture of machinery and equipment n.e.c. (29)	484822.028529
US	Manufacture of office machinery and computers (30)	138259.35588
US	Manufacture of electrical machinery and apparatus n.e.c. (31)	159683.772897
US	Manufacture of radio, television and communication equipment and apparatus (32)	331211.650277
US	Manufacture of medical, precision and optical instruments, watches and clocks (33)	293221.812814
US	Manufacture of motor vehicles, trailers and semi-trailers (34)	792329.035703
US	Manufacture of other transport equipment (35)	298179.505881
US	Manufacture of furniture; manufacturing n.e.c. (36)	279622.528555
US	Recycling of waste and scrap	9622.68055164
US	Recycling of bottles by direct reuse	0
US	Production of electricity by coal	101823.932566
US	Production of electricity by gas	52222.800794
US	Production of electricity by nuclear	40915.4283903
US	Production of electricity by hydro	13113.8727195
US	Production of electricity by wind	2601.56320044
US	Production of electricity by petroleum and other oil derivatives	2689.16054486
US	Production of electricity by biomass and waste	3467.47315486
US	Production of electricity by solar photovoltaic	100.349974908
US	Production of electricity by solar thermal	27.6633381903
US	Production of electricity by tide, wave, ocean	0
US	Production of electricity by Geothermal	812.867403423
US	Production of electricity nec	177.858162493
US	Transmission of electricity	30340.8781241
US	Distribution and trade of electricity	141554.416615
US	Manufacture of gas; distribution of gaseous fuels through mains	135747.254529
US	Steam and hot water supply	1036.73522846
US	Collection, purification and distribution of water (41)	41401.9212303
US	Construction (45)	1724812.36867
US	Re-processing of secondary construction material into aggregates	0
US	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	811542.222759
US	Retail sale of automotive fuel	1431.95589115
US	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	941089.24884
US	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	192238.783027
US	Hotels and restaurants (55)	1668169.29875
US	Transport via railways	71276.9724278
US	Other land transport	576487.586773
US	Transport via pipelines	7380.59167574
US	Sea and coastal water transport	32030.3616556
US	Inland water transport	10617.253499
US	Air transport (62)	244932.622962
US	Supporting and auxiliary transport activities; activities of travel agencies (63)	357891.088299
US	Post and telecommunications (64)	1883025.82048
US	Financial intermediation, except insurance and pension funding (65)	1074550.61969
US	Insurance and pension funding, except compulsory social security (66)	849001.982091
US	Activities auxiliary to financial intermediation (67)	723196.645398
US	Real estate activities (70)	3358595.82683
US	Renting of machinery and equipment without operator and of personal and household goods (71)	493764.834032
US	Computer and related activities (72)	915070.466655
US	Research and development (73)	210132.624038
US	Other business activities (74)	3235820.72511
US	Public administration and defence; compulsory social security (75)	4499550.35948
US	Education (80)	385925.60629
US	Health and social work (85)	1948216.38903
US	Incineration of waste: Food	3433.49895378
US	Incineration of waste: Paper	5825.38489856
US	Incineration of waste: Plastic	11384.1150943
US	Incineration of waste: Metals and Inert materials	4378.62376744
US	Incineration of waste: Textiles	1736.30661831
US	Incineration of waste: Wood	2155.90212995
US	Incineration of waste: Oil/Hazardous waste	636.612133237
US	Biogasification of food waste, incl. land application	0
US	Biogasification of paper, incl. land application	0
US	Biogasification of sewage slugde, incl. land application	31683.6883397
US	Composting of food waste, incl. land application	464.027210726
US	Composting of paper and wood, incl. land application	10646.1116148
US	Waste water treatment, food	29505.392132
US	Waste water treatment, other	8601.51213579
US	Landfill of waste: Food	8312.98531815
US	Landfill of waste: Paper	10179.3146304
US	Landfill of waste: Plastic	7751.79226245
US	Landfill of waste: Inert/metal/hazardous	13149.4608987
US	Landfill of waste: Textiles	2762.41688579
US	Landfill of waste: Wood	3564.73245193
US	Activities of membership organisation n.e.c. (91)	276017.103556
US	Recreational, cultural and sporting activities (92)	551153.041039
US	Other service activities (93)	290339.285146
US	Private households with employed persons (95)	22850.4064856
US	Extra-territorial organizations and bodies	0
JP	Cultivation of paddy rice	26159.5140995
JP	Cultivation of wheat	1547.08902945
JP	Cultivation of cereal grains nec	626.019509776
JP	Cultivation of vegetables, fruit, nuts	38222.6882892
JP	Cultivation of oil seeds	44.4080085708
JP	Cultivation of sugar cane, sugar beet	1042.28729196
JP	Cultivation of plant-based fibers	4.55522690735
JP	Cultivation of crops nec	11633.0267449
JP	Cattle farming	8036.18384796
JP	Pigs farming	5189.34674056
JP	Poultry farming	7463.51094441
JP	Meat animals nec	573.185627268
JP	Animal products nec	2347.55998438
JP	Raw milk	7004.00979099
JP	Wool, silk-worm cocoons	0.0196324981606
JP	Manure treatment (conventional), storage and land application	0
JP	Manure treatment (biogas), storage and land application	0
JP	Forestry, logging and related service activities (02)	13676.5720577
JP	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	17525.1137423
JP	Mining of coal and lignite; extraction of peat (10)	1175.38546888
JP	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	953.562042956
JP	Extraction of natural gas and services related to natural gas extraction, excluding surveying	233.591858578
JP	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	0
JP	Mining of uranium and thorium ores (12)	0
JP	Mining of iron ores	0.717361578888
JP	Mining of copper ores and concentrates	0.126595081982
JP	Mining of nickel ores and concentrates	0
JP	Mining of aluminium ores and concentrates	0
JP	Mining of precious metal ores and concentrates	321.305996831
JP	Mining of lead, zinc and tin ores and concentrates	0
JP	Mining of other non-ferrous metal ores and concentrates	61.2597194122
JP	Quarrying of stone	8962.34476534
JP	Quarrying of sand and clay	5473.75926474
JP	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	661.263556056
JP	Processing of meat cattle	10291.8127533
JP	Processing of meat pigs	10982.0221628
JP	Processing of meat poultry	4325.40196797
JP	Production of meat products nec	2039.89151707
JP	Processing vegetable oils and fats	3630.28186377
JP	Processing of dairy products	22821.7141525
JP	Processed rice	29939.3449295
JP	Sugar refining	3917.63388659
JP	Processing of Food products nec	185989.738713
JP	Manufacture of beverages	77664.8922381
JP	Manufacture of fish products	34407.8300731
JP	Manufacture of tobacco products (16)	14903.1537765
JP	Manufacture of textiles (17)	22371.7099469
JP	Manufacture of wearing apparel; dressing and dyeing of fur (18)	25546.8616876
JP	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	5249.17639229
JP	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	27691.3976987
JP	Re-processing of secondary wood material into new wood material	0
JP	Pulp	8038.638452
JP	Re-processing of secondary paper into new pulp	0.126595081982
JP	Paper	69105.2271199
JP	Publishing, printing and reproduction of recorded media (22)	108248.318967
JP	Manufacture of coke oven products	5833.28917029
JP	Petroleum Refinery	159853.153572
JP	Processing of nuclear fuel	230.269609443
JP	Plastics, basic	27438.08427
JP	Re-processing of secondary plastic into new plastic	0
JP	N-fertiliser	152.809918109
JP	P- and other fertiliser	5795.07235813
JP	Chemicals nec	241991.323086
JP	Manufacture of rubber and plastic products (25)	131347.717044
JP	Manufacture of glass and glass products	17861.4422271
JP	Re-processing of secondary glass into new glass	0
JP	Manufacture of ceramic goods	9543.78836334
JP	Manufacture of bricks, tiles and construction products, in baked clay	2276.02196273
JP	Manufacture of cement, lime and plaster	4001.81076549
JP	Re-processing of ash into clinker	0
JP	Manufacture of other non-metallic mineral products n.e.c.	37769.5341781
JP	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	219007.193317
JP	Re-processing of secondary steel into new steel	0
JP	Precious metals production	2615.4883004
JP	Re-processing of secondary preciuos metals into new preciuos metals	0
JP	Aluminium production	17109.5947271
JP	Re-processing of secondary aluminium into new aluminium	0
JP	Lead, zinc and tin production	2359.98854675
JP	Re-processing of secondary lead into new lead, zinc and tin	0
JP	Copper production	13472.2633894
JP	Re-processing of secondary copper into new copper	0
JP	Other non-ferrous metal production	9130.36436097
JP	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
JP	Casting of metals	20473.5109592
JP	Manufacture of fabricated metal products, except machinery and equipment (28)	130401.892512
JP	Manufacture of machinery and equipment n.e.c. (29)	345456.511063
JP	Manufacture of office machinery and computers (30)	55059.1583015
JP	Manufacture of electrical machinery and apparatus n.e.c. (31)	182703.899786
JP	Manufacture of radio, television and communication equipment and apparatus (32)	258553.20095
JP	Manufacture of medical, precision and optical instruments, watches and clocks (33)	53693.6302155
JP	Manufacture of motor vehicles, trailers and semi-trailers (34)	468653.955466
JP	Manufacture of other transport equipment (35)	55412.7997325
JP	Manufacture of furniture; manufacturing n.e.c. (36)	55449.7016193
JP	Recycling of waste and scrap	7725.25752013
JP	Recycling of bottles by direct reuse	0
JP	Production of electricity by coal	35278.0304018
JP	Production of electricity by gas	40715.9597018
JP	Production of electricity by nuclear	39352.4551023
JP	Production of electricity by hydro	2037.56223901
JP	Production of electricity by wind	177.985454708
JP	Production of electricity by petroleum and other oil derivatives	20686.61996
JP	Production of electricity by biomass and waste	3638.05893048
JP	Production of electricity by solar photovoltaic	51.7020896569
JP	Production of electricity by solar thermal	0
JP	Production of electricity by tide, wave, ocean	0.126595081982
JP	Production of electricity by Geothermal	308.107523726
JP	Production of electricity nec	811.617699277
JP	Transmission of electricity	6923.72218424
JP	Distribution and trade of electricity	26856.6405789
JP	Manufacture of gas; distribution of gaseous fuels through mains	41860.4473645
JP	Steam and hot water supply	2059.51099861
JP	Collection, purification and distribution of water (41)	44861.0034229
JP	Construction (45)	618409.956308
JP	Re-processing of secondary construction material into aggregates	0
JP	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	187362.495545
JP	Retail sale of automotive fuel	509.80548531
JP	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	218168.312481
JP	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	134982.341339
JP	Hotels and restaurants (55)	386549.509551
JP	Transport via railways	96567.2616056
JP	Other land transport	285840.078475
JP	Transport via pipelines	722.585629644
JP	Sea and coastal water transport	54703.494814
JP	Inland water transport	132.759128274
JP	Air transport (62)	39047.1875461
JP	Supporting and auxiliary transport activities; activities of travel agencies (63)	109426.512547
JP	Post and telecommunications (64)	226737.269119
JP	Financial intermediation, except insurance and pension funding (65)	209491.555088
JP	Insurance and pension funding, except compulsory social security (66)	133151.911738
JP	Activities auxiliary to financial intermediation (67)	47856.1639834
JP	Real estate activities (70)	152626.203965
JP	Renting of machinery and equipment without operator and of personal and household goods (71)	113660.719331
JP	Computer and related activities (72)	234855.822482
JP	Research and development (73)	138523.789886
JP	Other business activities (74)	354525.470544
JP	Public administration and defence; compulsory social security (75)	379630.890235
JP	Education (80)	258295.258692
JP	Health and social work (85)	638806.481006
JP	Incineration of waste: Food	13770.2595245
JP	Incineration of waste: Paper	13772.4029832
JP	Incineration of waste: Plastic	2966.87032617
JP	Incineration of waste: Metals and Inert materials	1993.81031063
JP	Incineration of waste: Textiles	3059.66402868
JP	Incineration of waste: Wood	3605.46652359
JP	Incineration of waste: Oil/Hazardous waste	3478.68137702
JP	Biogasification of food waste, incl. land application	0
JP	Biogasification of paper, incl. land application	0
JP	Biogasification of sewage slugde, incl. land application	0
JP	Composting of food waste, incl. land application	316.129120947
JP	Composting of paper and wood, incl. land application	0
JP	Waste water treatment, food	306.301288315
JP	Waste water treatment, other	651.731733078
JP	Landfill of waste: Food	1022.42697921
JP	Landfill of waste: Paper	422.588339156
JP	Landfill of waste: Plastic	337.246754611
JP	Landfill of waste: Inert/metal/hazardous	353.913336279
JP	Landfill of waste: Textiles	151.421451438
JP	Landfill of waste: Wood	182.72876652
JP	Activities of membership organisation n.e.c. (91)	32494.4822
JP	Recreational, cultural and sporting activities (92)	131560.72386
JP	Other service activities (93)	143617.993585
JP	Private households with employed persons (95)	662.834252096
JP	Extra-territorial organizations and bodies	0
CN	Cultivation of paddy rice	58727.4239817
CN	Cultivation of wheat	43567.8658624
CN	Cultivation of cereal grains nec	83553.33856
CN	Cultivation of vegetables, fruit, nuts	393269.819878
CN	Cultivation of oil seeds	49119.1939609
CN	Cultivation of sugar cane, sugar beet	31028.6689888
CN	Cultivation of plant-based fibers	68228.227809
CN	Cultivation of crops nec	116971.089335
CN	Cattle farming	35528.1371596
CN	Pigs farming	143693.582092
CN	Poultry farming	89100.5543775
CN	Meat animals nec	52246.7510939
CN	Animal products nec	59549.635018
CN	Raw milk	47128.8027644
CN	Wool, silk-worm cocoons	9255.02608823
CN	Manure treatment (conventional), storage and land application	0
CN	Manure treatment (biogas), storage and land application	0
CN	Forestry, logging and related service activities (02)	87399.9427106
CN	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	378151.843084
CN	Mining of coal and lignite; extraction of peat (10)	229318.476234
CN	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	174185.16542
CN	Extraction of natural gas and services related to natural gas extraction, excluding surveying	7456.78270937
CN	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	0
CN	Mining of uranium and thorium ores (12)	1362.76252433
CN	Mining of iron ores	12931.8662459
CN	Mining of copper ores and concentrates	43920.2173717
CN	Mining of nickel ores and concentrates	6610.29923609
CN	Mining of aluminium ores and concentrates	2603.31150964
CN	Mining of precious metal ores and concentrates	31293.5798897
CN	Mining of lead, zinc and tin ores and concentrates	6640.55900307
CN	Mining of other non-ferrous metal ores and concentrates	50995.831329
CN	Quarrying of stone	21210.4641819
CN	Quarrying of sand and clay	54053.4511326
CN	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	6623.55851621
CN	Processing of meat cattle	6264.30579021
CN	Processing of meat pigs	23574.1353008
CN	Processing of meat poultry	25198.7594602
CN	Production of meat products nec	103605.656214
CN	Processing vegetable oils and fats	59932.3111238
CN	Processing of dairy products	24101.0606251
CN	Processed rice	51981.9460663
CN	Sugar refining	9985.21764315
CN	Processing of Food products nec	895395.503563
CN	Manufacture of beverages	78429.7067832
CN	Manufacture of fish products	624119.928058
CN	Manufacture of tobacco products (16)	22422.6012845
CN	Manufacture of textiles (17)	1138144.64285
CN	Manufacture of wearing apparel; dressing and dyeing of fur (18)	646566.997556
CN	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	300986.44799
CN	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	32310.9003541
CN	Re-processing of secondary wood material into new wood material	0
CN	Pulp	5083.7067903
CN	Re-processing of secondary paper into new pulp	0.254607713516
CN	Paper	327333.109502
CN	Publishing, printing and reproduction of recorded media (22)	332819.990834
CN	Manufacture of coke oven products	114231.105568
CN	Petroleum Refinery	858296.109225
CN	Processing of nuclear fuel	126.952008561
CN	Plastics, basic	178532.839343
CN	Re-processing of secondary plastic into new plastic	0
CN	N-fertiliser	594.545004752
CN	P- and other fertiliser	79237.7039943
CN	Chemicals nec	1522595.08976
CN	Manufacture of rubber and plastic products (25)	1005582.88075
CN	Manufacture of glass and glass products	403413.876654
CN	Re-processing of secondary glass into new glass	0
CN	Manufacture of ceramic goods	413345.329942
CN	Manufacture of bricks, tiles and construction products, in baked clay	14496.1921108
CN	Manufacture of cement, lime and plaster	168452.750293
CN	Re-processing of ash into clinker	0
CN	Manufacture of other non-metallic mineral products n.e.c.	290783.439067
CN	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	1483520.90346
CN	Re-processing of secondary steel into new steel	0
CN	Precious metals production	78281.141871
CN	Re-processing of secondary preciuos metals into new preciuos metals	0
CN	Aluminium production	302689.359662
CN	Re-processing of secondary aluminium into new aluminium	0
CN	Lead, zinc and tin production	76660.1064387
CN	Re-processing of secondary lead into new lead, zinc and tin	0
CN	Copper production	185942.772843
CN	Re-processing of secondary copper into new copper	0
CN	Other non-ferrous metal production	107887.497314
CN	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
CN	Casting of metals	118579.399021
CN	Manufacture of fabricated metal products, except machinery and equipment (28)	772204.231294
CN	Manufacture of machinery and equipment n.e.c. (29)	1805442.04685
CN	Manufacture of office machinery and computers (30)	767803.565593
CN	Manufacture of electrical machinery and apparatus n.e.c. (31)	1208524.15289
CN	Manufacture of radio, television and communication equipment and apparatus (32)	922004.812766
CN	Manufacture of medical, precision and optical instruments, watches and clocks (33)	187604.604571
CN	Manufacture of motor vehicles, trailers and semi-trailers (34)	851049.825722
CN	Manufacture of other transport equipment (35)	663656.309769
CN	Manufacture of furniture; manufacturing n.e.c. (36)	778179.961583
CN	Recycling of waste and scrap	84461.9101755
CN	Recycling of bottles by direct reuse	0
CN	Production of electricity by coal	265725.303697
CN	Production of electricity by gas	5411.00992227
CN	Production of electricity by nuclear	7626.66367423
CN	Production of electricity by hydro	56026.5590472
CN	Production of electricity by wind	800.963762407
CN	Production of electricity by petroleum and other oil derivatives	2171.78402064
CN	Production of electricity by biomass and waste	334.606481036
CN	Production of electricity by solar photovoltaic	11.607796187
CN	Production of electricity by solar thermal	0.0212167379079
CN	Production of electricity by tide, wave, ocean	0.233390975608
CN	Production of electricity by Geothermal	12.3667041914
CN	Production of electricity nec	1983.95001494
CN	Transmission of electricity	58395.3209051
CN	Distribution and trade of electricity	146358.24107
CN	Manufacture of gas; distribution of gaseous fuels through mains	20020.5201055
CN	Steam and hot water supply	7791.03163328
CN	Collection, purification and distribution of water (41)	26473.3871216
CN	Construction (45)	3571663.93072
CN	Re-processing of secondary construction material into aggregates	0
CN	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	201419.895428
CN	Retail sale of automotive fuel	11193.4550656
CN	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	664353.217411
CN	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	549407.811418
CN	Hotels and restaurants (55)	1139857.78164
CN	Transport via railways	97612.2062329
CN	Other land transport	330938.160379
CN	Transport via pipelines	12813.2196262
CN	Sea and coastal water transport	120076.768149
CN	Inland water transport	8423.33194642
CN	Air transport (62)	149506.991303
CN	Supporting and auxiliary transport activities; activities of travel agencies (63)	601815.529738
CN	Post and telecommunications (64)	33654.5528114
CN	Financial intermediation, except insurance and pension funding (65)	887863.621147
CN	Insurance and pension funding, except compulsory social security (66)	460719.475835
CN	Activities auxiliary to financial intermediation (67)	252652.06229
CN	Real estate activities (70)	970329.832348
CN	Renting of machinery and equipment without operator and of personal and household goods (71)	129445.405112
CN	Computer and related activities (72)	827319.222441
CN	Research and development (73)	141532.819083
CN	Other business activities (74)	1219269.44559
CN	Public administration and defence; compulsory social security (75)	1383759.86451
CN	Education (80)	1022629.93088
CN	Health and social work (85)	1025946.45875
CN	Incineration of waste: Food	8500.08848755
CN	Incineration of waste: Paper	8561.42975388
CN	Incineration of waste: Plastic	1876.04389146
CN	Incineration of waste: Metals and Inert materials	1223.02142606
CN	Incineration of waste: Textiles	1991.71303555
CN	Incineration of waste: Wood	2345.55659426
CN	Incineration of waste: Oil/Hazardous waste	2283.08833517
CN	Biogasification of food waste, incl. land application	0
CN	Biogasification of paper, incl. land application	0
CN	Biogasification of sewage slugde, incl. land application	0
CN	Composting of food waste, incl. land application	1861.04640278
CN	Composting of paper and wood, incl. land application	449.584901394
CN	Waste water treatment, food	30415.9751355
CN	Waste water treatment, other	54918.4114206
CN	Landfill of waste: Food	27240.7916877
CN	Landfill of waste: Paper	11560.4894026
CN	Landfill of waste: Plastic	9421.56160207
CN	Landfill of waste: Inert/metal/hazardous	9573.68514056
CN	Landfill of waste: Textiles	3967.956486
CN	Landfill of waste: Wood	4865.95656672
CN	Activities of membership organisation n.e.c. (91)	294405.627216
CN	Recreational, cultural and sporting activities (92)	304546.415305
CN	Other service activities (93)	576029.258169
CN	Private households with employed persons (95)	90141.5441019
CN	Extra-territorial organizations and bodies	0
CA	Cultivation of paddy rice	0
CA	Cultivation of wheat	6138.0210499
CA	Cultivation of cereal grains nec	7004.86242396
CA	Cultivation of vegetables, fruit, nuts	6387.27008557
CA	Cultivation of oil seeds	9037.05790418
CA	Cultivation of sugar cane, sugar beet	0.886048222291
CA	Cultivation of plant-based fibers	0.557975634239
CA	Cultivation of crops nec	8241.0421441
CA	Cattle farming	10109.3674164
CA	Pigs farming	4359.40561076
CA	Poultry farming	2922.74150114
CA	Meat animals nec	838.306891147
CA	Animal products nec	1426.0603405
CA	Raw milk	7033.12620676
CA	Wool, silk-worm cocoons	34.1651563571
CA	Manure treatment (conventional), storage and land application	0
CA	Manure treatment (biogas), storage and land application	0
CA	Forestry, logging and related service activities (02)	17241.7789684
CA	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	3659.46887411
CA	Mining of coal and lignite; extraction of peat (10)	1079.40687046
CA	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	54243.2518778
CA	Extraction of natural gas and services related to natural gas extraction, excluding surveying	11550.4115461
CA	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	8937.69200046
CA	Mining of uranium and thorium ores (12)	6.04708684674
CA	Mining of iron ores	1524.83473594
CA	Mining of copper ores and concentrates	6832.23235378
CA	Mining of nickel ores and concentrates	1021.28905539
CA	Mining of aluminium ores and concentrates	286.031936575
CA	Mining of precious metal ores and concentrates	2043.24376524
CA	Mining of lead, zinc and tin ores and concentrates	1920.00937722
CA	Mining of other non-ferrous metal ores and concentrates	600.197507814
CA	Quarrying of stone	1133.84549899
CA	Quarrying of sand and clay	876.554790729
CA	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	2136.6738254
CA	Processing of meat cattle	5751.44432725
CA	Processing of meat pigs	3892.11793104
CA	Processing of meat poultry	5240.82857008
CA	Production of meat products nec	7007.08812255
CA	Processing vegetable oils and fats	1637.20235278
CA	Processing of dairy products	12340.3728554
CA	Processed rice	0.020145204303
CA	Sugar refining	1067.30538434
CA	Processing of Food products nec	34015.5994424
CA	Manufacture of beverages	19764.203849
CA	Manufacture of fish products	4933.39682241
CA	Manufacture of tobacco products (16)	1831.52320083
CA	Manufacture of textiles (17)	5754.71179505
CA	Manufacture of wearing apparel; dressing and dyeing of fur (18)	3921.50265131
CA	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	619.612704295
CA	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	25980.6319403
CA	Re-processing of secondary wood material into new wood material	5783.14931444
CA	Pulp	4990.15313995
CA	Re-processing of secondary paper into new pulp	2011.07058893
CA	Paper	21751.9365049
CA	Publishing, printing and reproduction of recorded media (22)	18772.3043103
CA	Manufacture of coke oven products	38.729947274
CA	Petroleum Refinery	60787.0063475
CA	Processing of nuclear fuel	303.636504995
CA	Plastics, basic	3.13732797906
CA	Re-processing of secondary plastic into new plastic	3.42943273587
CA	N-fertiliser	18.6163946234
CA	P- and other fertiliser	3566.61095336
CA	Chemicals nec	49627.5814591
CA	Manufacture of rubber and plastic products (25)	21574.0388667
CA	Manufacture of glass and glass products	2477.57296664
CA	Re-processing of secondary glass into new glass	130.770449094
CA	Manufacture of ceramic goods	248.351314388
CA	Manufacture of bricks, tiles and construction products, in baked clay	313.203319295
CA	Manufacture of cement, lime and plaster	2037.02831397
CA	Re-processing of ash into clinker	181.793815611
CA	Manufacture of other non-metallic mineral products n.e.c.	8404.34086067
CA	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	14658.8038043
CA	Re-processing of secondary steel into new steel	6460.3757079
CA	Precious metals production	1177.40842077
CA	Re-processing of secondary preciuos metals into new preciuos metals	0
CA	Aluminium production	12118.1694995
CA	Re-processing of secondary aluminium into new aluminium	222.108119743
CA	Lead, zinc and tin production	3571.76227875
CA	Re-processing of secondary lead into new lead, zinc and tin	456.756001561
CA	Copper production	7174.58215084
CA	Re-processing of secondary copper into new copper	5.11882426588
CA	Other non-ferrous metal production	6804.40450699
CA	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
CA	Casting of metals	2806.18150278
CA	Manufacture of fabricated metal products, except machinery and equipment (28)	29246.0315233
CA	Manufacture of machinery and equipment n.e.c. (29)	38950.0219074
CA	Manufacture of office machinery and computers (30)	1891.02503946
CA	Manufacture of electrical machinery and apparatus n.e.c. (31)	9919.63345341
CA	Manufacture of radio, television and communication equipment and apparatus (32)	14228.4849887
CA	Manufacture of medical, precision and optical instruments, watches and clocks (33)	8240.15472275
CA	Manufacture of motor vehicles, trailers and semi-trailers (34)	101613.204791
CA	Manufacture of other transport equipment (35)	22993.2965504
CA	Manufacture of furniture; manufacturing n.e.c. (36)	19485.6064546
CA	Recycling of waste and scrap	0
CA	Recycling of bottles by direct reuse	0
CA	Production of electricity by coal	2523.12213856
CA	Production of electricity by gas	1003.27101089
CA	Production of electricity by nuclear	2143.74208203
CA	Production of electricity by hydro	7523.82127649
CA	Production of electricity by wind	104.11834925
CA	Production of electricity by petroleum and other oil derivatives	231.891745291
CA	Production of electricity by biomass and waste	154.518787107
CA	Production of electricity by solar photovoltaic	0.821764449322
CA	Production of electricity by solar thermal	0
CA	Production of electricity by tide, wave, ocean	1.27563529386
CA	Production of electricity by Geothermal	0
CA	Production of electricity nec	2.43811847916
CA	Transmission of electricity	2024.52692127
CA	Distribution and trade of electricity	5983.36829373
CA	Manufacture of gas; distribution of gaseous fuels through mains	3853.98684503
CA	Steam and hot water supply	0
CA	Collection, purification and distribution of water (41)	2550.88906207
CA	Construction (45)	278424.402058
CA	Re-processing of secondary construction material into aggregates	1.76609591609
CA	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	86962.582347
CA	Retail sale of automotive fuel	592.767561387
CA	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	55169.2090548
CA	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	95604.286317
CA	Hotels and restaurants (55)	65043.4677699
